0.6,0,0
0.63,9.04521,80
0.6461992,8.69349,80
0.6616992,9.3537,80
0.6771982,11.3472,80
0.6855442,13.3438,80
0.6962742,16.3393,80
0.7117732,22.9995,80
0.7463492,43.9851,80
0.7594632,49.313,80
0.7705812,52.3333,80
0.7813115,53.9955,80
0.793234,55.3239,80
0.8063487,55.3184,80
0.8206557,55.9791,80
0.8301937,57.6418,80
0.8373472,60.6388,80
0.8480775,68.301,80
0.86,80,80
0.869538,90.2921,80
0.8802682,97.9543,80
0.8909982,102.616,80
0.9005362,103.613,80
0.9100742,102.609,80
0.9243812,98.6026,80
0.9339192,96.2653,80
0.9434572,95.2613,80
0.9529952,96.2573,80
0.9649182,100.586,80
0.9875712,112.576,80
1.0006852,117.904,80
1.0149922,120.898,80
1.0245302,121.228,80
1.0400302,120.554,80
1.0519522,120.216,80
1.0638752,120.878,80
1.0769892,123.539,80
1.0912962,126.533,80
1.1020272,127.529,80
1.1115652,127.525,80
1.1175262,126.189,80
1.1270642,123.185,80
1.1497172,110.509,80
1.1628312,101.837,80
1.1723692,93.8326,80
1.1771382,86.1639,80
1.1902532,48.8251,80
1.1950222,37.8231,80
1.2009832,32.154,80
1.2081372,28.151,80
1.2152902,26.8147,80
1.2224442,23.1451,80
1.2272132,17.4764,80
1.2319822,11.8077,80
1.2403282,9.13761,80
1.2474812,8.46796,80
1.2570192,5.79732,80
1.2617882,5.79533,80
1.2844412,9.11923,80
1.2951712,10.7814,80
1.3059012,11.1103,80
1.3166322,10.1058,80
1.3273622,8.10134,80
1.3571682,0.755589,80
1.3678982,-0.915549,80
1.3786292,-1.58669,80
1.3893592,-1.59116,80
1.4084352,0.734228,80
1.4370492,6.38897,80
1.4513562,8.38301,80
1.4620862,9.04521,80
1.5061992,8.69349,80
1.5216992,9.3537,80
1.5371982,11.3472,80
1.5455442,13.3438,80
1.5562742,16.3393,80
1.5717732,22.9995,80
1.6063492,43.9851,80
1.6194632,49.313,80
1.6305812,52.3333,80
1.6413115,53.9955,80
1.653234,55.3239,80
1.6663487,55.3184,80
1.6806557,55.9791,80
1.6901937,57.6418,80
1.6973472,60.6388,80
1.7080775,68.301,80
1.72,80,80
1.729538,90.2921,80
1.7402682,97.9543,80
1.7509982,102.616,80
1.7605362,103.613,80
1.7700742,102.609,80
1.7843812,98.6026,80
1.7939192,96.2653,80
1.8034572,95.2613,80
1.8129952,96.2573,80
1.8249182,100.586,80
1.8475712,112.576,80
1.8606852,117.904,80
1.8749922,120.898,80
1.8845302,121.228,80
1.9000302,120.554,80
1.9119522,120.216,80
1.9238752,120.878,80
1.9369892,123.539,80
1.9512962,126.533,80
1.9620272,127.529,80
1.9715652,127.525,80
1.9775262,126.189,80
1.9870642,123.185,80
2.0097172,110.509,80
2.0228312,101.837,80
2.0323692,93.8326,80
2.0371382,86.1639,80
2.0502532,48.8251,80
2.0550222,37.8231,80
2.0609832,32.154,80
2.0681372,28.151,80
2.0752902,26.8147,80
2.0824442,23.1451,80
2.0872132,17.4764,80
2.0919822,11.8077,80
2.1003282,9.13761,80
2.1074812,8.46796,80
2.1170192,5.79732,80
2.1217882,5.79533,80
2.1444412,9.11923,80
2.1551712,10.7814,80
2.1659012,11.1103,80
2.1766322,10.1058,80
2.1873622,8.10134,80
2.2171682,0.755589,80
2.2278982,-0.915549,80
2.2386292,-1.58669,80
2.2493592,-1.59116,80
2.2684352,0.734228,80
2.2970492,6.38897,80
2.3113562,8.38301,80
2.3220862,9.04521,80
2.3661992,8.69349,80
2.3816992,9.3537,80
2.3971982,11.3472,80
2.4055442,13.3438,80
2.4162742,16.3393,80
2.4317732,22.9995,80
2.4663492,43.9851,80
2.4794632,49.313,80
2.4905812,52.3333,80
2.5013115,53.9955,80
2.513234,55.3239,80
2.5263487,55.3184,80
2.5406557,55.9791,80
2.5501937,57.6418,80
2.5573472,60.6388,80
2.5680775,68.301,80
2.58,80,80
2.589538,90.2921,80
2.6002682,97.9543,80
2.6109982,102.616,80
2.6205362,103.613,80
2.6300742,102.609,80
2.6443812,98.6026,80
2.6539192,96.2653,80
2.6634572,95.2613,80
2.6729952,96.2573,80
2.6849182,100.586,80
2.7075712,112.576,80
2.7206852,117.904,80
2.7349922,120.898,80
2.7445302,121.228,80
2.7600302,120.554,80
2.7719522,120.216,80
2.7838752,120.878,80
2.7969892,123.539,80
2.8112962,126.533,80
2.8220272,127.529,80
2.8315652,127.525,80
2.8375262,126.189,80
2.8470642,123.185,80
